,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
93,Bensonhurst,40.61100890202044,-73.99517998380729,Bensonhurst Liquors,40.613263175314586,-73.99610336345997,Liquor Store
94,Bensonhurst,40.61100890202044,-73.99517998380729,Hot Spot Nabe,40.61513,-73.994582,Shabu-Shabu Restaurant
95,Bensonhurst,40.61100890202044,-73.99517998380729,Carvel Ice Cream,40.6153902801513,-73.99391964879203,Ice Cream Shop
96,Bensonhurst,40.61100890202044,-73.99517998380729,Hand Pull Noodle & Dumpling House,40.61510256970509,-73.99422427946021,Noodle House
97,Bensonhurst,40.61100890202044,-73.99517998380729,Baskin-Robbins,40.615402,-73.99423,Ice Cream Shop
98,Bensonhurst,40.61100890202044,-73.99517998380729,18 Hipot,40.60924053660791,-74.00020677029487,Hotpot Restaurant
99,Bensonhurst,40.61100890202044,-73.99517998380729,Wasabi,40.614718062379666,-73.99475137197847,Sushi Restaurant
100,Bensonhurst,40.61100890202044,-73.99517998380729,Dunkin' / Baskin-Robbins,40.615105809320795,-73.99393539964376,Donut Shop
101,Bensonhurst,40.61100890202044,-73.99517998380729,C & C Catering Service,40.612373,-73.99661400000001,American Restaurant
102,Bensonhurst,40.61100890202044,-73.99517998380729,Tong Xing Chinese & New Taco Mexican Food,40.61280502681869,-73.99657266546886,Chinese Restaurant
103,Bensonhurst,40.61100890202044,-73.99517998380729,Taste Of China,40.608834,-73.994117,Chinese Restaurant
104,Bensonhurst,40.61100890202044,-73.99517998380729,Halal Xpress,40.613025,-73.99675699999999,Halal Restaurant
105,Bensonhurst,40.61100890202044,-73.99517998380729,Bi-wise Pharmacy,40.613632,-73.995334,Pharmacy
106,Bensonhurst,40.61100890202044,-73.99517998380729,Papa Mike's Pizza,40.6111507812032,-73.99159738013479,Pizza Place
107,Bensonhurst,40.61100890202044,-73.99517998380729,Flowers By Emil,40.614266,-73.994755,Flower Shop
108,Bensonhurst,40.61100890202044,-73.99517998380729,Dunkin',40.6125452,-74.0004494,Donut Shop
109,Bensonhurst,40.61100890202044,-73.99517998380729,Dragon Garden,40.61029,-73.999592,Chinese Restaurant
110,Bensonhurst,40.61100890202044,-73.99517998380729,New Way Grocery,40.614629,-73.995136,Grocery Store
111,Bensonhurst,40.61100890202044,-73.99517998380729,Frateli's Pizzeria,40.61489340541966,-73.99420233173714,Pizza Place
112,Bensonhurst,40.61100890202044,-73.99517998380729,Bensonhurst Market,40.61249283965051,-73.99032881455878,Grocery Store
113,Bensonhurst,40.61100890202044,-73.99517998380729,Garibaldi Playground,40.609135,-74.000083,Playground
114,Bensonhurst,40.61100890202044,-73.99517998380729,Buonissima,40.612312,-73.989901,Pizza Place
115,Bensonhurst,40.61100890202044,-73.99517998380729,Double Ben Cafe 大家楽,40.612421,-74.000722,Cha Chaan Teng
116,Sunset Park,40.64510294925429,-74.01031618527784,La Isla Cuchifritos,40.64524495461266,-74.01019971163103,Latin American Restaurant
117,Sunset Park,40.64510294925429,-74.01031618527784,La Brasa Peruana,40.6469637960188,-74.0084431205736,Latin American Restaurant
118,Sunset Park,40.64510294925429,-74.01031618527784,Nieves tia Mimi,40.646452,-74.008702,Ice Cream Shop
119,Sunset Park,40.64510294925429,-74.01031618527784,Royal Kings Pizza,40.64369981623152,-74.01174040252202,Pizza Place
120,Sunset Park,40.64510294925429,-74.01031618527784,Tacos Matamoros,40.647747912107135,-74.00762106670679,Mexican Restaurant
121,Sunset Park,40.64510294925429,-74.01031618527784,Luigi's Pizza,40.64677589775821,-74.00870886603244,Pizza Place
122,Sunset Park,40.64510294925429,-74.01031618527784,Ricos Tacos,40.644426211291815,-74.01070548851418,Mexican Restaurant
123,Sunset Park,40.64510294925429,-74.01031618527784,La Gran Via Bakery,40.64757445977959,-74.00777573866056,Bakery
124,Sunset Park,40.64510294925429,-74.01031618527784,Chase Bank,40.645623,-74.012993,Bank
125,Sunset Park,40.64510294925429,-74.01031618527784,Yafa,40.64932640392034,-74.00928944349289,Café
126,Sunset Park,40.64510294925429,-74.01031618527784,Don Paco Lopez Panaderia,40.648016864662765,-74.01084252540383,Bakery
127,Sunset Park,40.64510294925429,-74.01031618527784,Charles's Pizzeria,40.645623,-74.010191,Pizza Place
128,Sunset Park,40.64510294925429,-74.01031618527784,Bravo Supermarkets,40.647548743333125,-74.01199169528479,Grocery Store
129,Sunset Park,40.64510294925429,-74.01031618527784,Pollo Campero,40.647646,-74.008087,Fried Chicken Joint
130,Sunset Park,40.64510294925429,-74.01031618527784,Cafe Lore,40.648474,-74.01008900000001,Italian Restaurant
131,Sunset Park,40.64510294925429,-74.01031618527784,Pariscien Cafe Bakery,40.646956,-74.011636,Breakfast Spot
132,Sunset Park,40.64510294925429,-74.01031618527784,Chase Bank,40.6429299,-74.0123737,Bank
133,Sunset Park,40.64510294925429,-74.01031618527784,International Restaurant,40.648354153951686,-74.00708640459607,Latin American Restaurant
134,Sunset Park,40.64510294925429,-74.01031618527784,AT&T,40.644251636819696,-74.01151838342616,Mobile Phone Shop
135,Sunset Park,40.64510294925429,-74.01031618527784,J-Petal Japanese Crepe & Thai Ice Cream,40.64619260383533,-74.00916086072763,Creperie
136,Sunset Park,40.64510294925429,-74.01031618527784,Escalon 2 Record Shop,40.64917783802334,-74.00944681841958,Record Shop
137,Sunset Park,40.64510294925429,-74.01031618527784,Popeyes Louisiana Kitchen,40.645325,-74.010058,Fried Chicken Joint
138,Sunset Park,40.64510294925429,-74.01031618527784,Blink Fitness,40.64550178917616,-74.01314300000001,Gym
139,Sunset Park,40.64510294925429,-74.01031618527784,Capital One Bank,40.644864,-74.010161,Bank
140,Sunset Park,40.64510294925429,-74.01031618527784,Duane Reade,40.645009985076406,-74.01077739894384,Pharmacy
141,Sunset Park,40.64510294925429,-74.01031618527784,T-Mobile,40.64455309177842,-74.01055812835699,Mobile Phone Shop
142,Sunset Park,40.64510294925429,-74.01031618527784,GNC,40.643198,-74.01193599999999,Supplement Shop
143,Sunset Park,40.64510294925429,-74.01031618527784,Tulcingo Restaurant,40.641949446300465,-74.01367758849051,Mexican Restaurant
144,Sunset Park,40.64510294925429,-74.01031618527784,New York & Company,40.643407,-74.0125,Women's Store
145,Sunset Park,40.64510294925429,-74.01031618527784,Richie's Gym,40.64535371655458,-74.01360934784394,Gym
146,Sunset Park,40.64510294925429,-74.01031618527784,Savoy Bakery,40.64924978201449,-74.00954391029605,Bakery
147,Sunset Park,40.64510294925429,-74.01031618527784,GameStop,40.642815,-74.013064,Video Game Store
148,Sunset Park,40.64510294925429,-74.01031618527784,Rite Aid,40.6436249,-74.0121408,Pharmacy
149,Sunset Park,40.64510294925429,-74.01031618527784,Subway,40.64156410628253,-74.01378751427,Sandwich Place
150,Sunset Park,40.64510294925429,-74.01031618527784,Vanessa Mini Market & Deli,40.64626696997145,-74.004893778688,Deli / Bodega
151,Sunset Park,40.64510294925429,-74.01031618527784,Cotto Vs Margarito,40.645668371853,-74.00452639412525,Stadium
152,Greenpoint,40.7302009848647,-73.95424093127393,Oxomoco,40.72998107593486,-73.95546049139082,Mexican Restaurant
153,Greenpoint,40.7302009848647,-73.95424093127393,Karczma,40.730101974807546,-73.95509198443229,Polish Restaurant
154,Greenpoint,40.7302009848647,-73.95424093127393,Temkin’s,40.73038927664983,-73.9535536738992,Bar
155,Greenpoint,40.7302009848647,-73.95424093127393,Sunshine Laundry & Pinball Emporium,40.7293178142063,-73.9535637531202,Laundry Service
156,Greenpoint,40.7302009848647,-73.95424093127393,goodyoga,40.7300096443983,-73.95616742816873,Yoga Studio
157,Greenpoint,40.7302009848647,-73.95424093127393,Friducha,40.731512,-73.954281,Mexican Restaurant
158,Greenpoint,40.7302009848647,-73.95424093127393,Early,40.732069,-73.954721,Café
159,Greenpoint,40.7302009848647,-73.95424093127393,Brooklyn Craft Company,40.730356781664725,-73.9531389191909,Arts & Crafts Store
160,Greenpoint,40.7302009848647,-73.95424093127393,Chiko,40.731871,-73.954369,Sushi Restaurant
161,Greenpoint,40.7302009848647,-73.95424093127393,Citroën,40.731173193581775,-73.95452252962613,French Restaurant
162,Greenpoint,40.7302009848647,-73.95424093127393,Black Rabbit,40.73005701987417,-73.95658766171472,Bar
163,Greenpoint,40.7302009848647,-73.95424093127393,IncrediPole,40.73183806374288,-73.9550688958426,Gymnastics Gym
164,Greenpoint,40.7302009848647,-73.95424093127393,Fornino,40.72895139078759,-73.95386181678641,Pizza Place
165,Greenpoint,40.7302009848647,-73.95424093127393,Freckle,40.72999058274405,-73.95712852478027,Spa
166,Greenpoint,40.7302009848647,-73.95424093127393,Captured Tracks,40.72841660515447,-73.95278084064341,Record Shop
167,Greenpoint,40.7302009848647,-73.95424093127393,Cafe Riviera,40.728513705692265,-73.95347725897479,Café
168,Greenpoint,40.7302009848647,-73.95424093127393,The Garden,40.73075955089971,-73.95450192435896,Grocery Store
169,Greenpoint,40.7302009848647,-73.95424093127393,home of the brave,40.73006815020751,-73.95764491346982,Furniture / Home Store
170,Greenpoint,40.7302009848647,-73.95424093127393,Ramona,40.7302487948735,-73.95773857882399,Cocktail Bar
171,Greenpoint,40.7302009848647,-73.95424093127393,Jungle Cafe,40.730201,-73.954761,Vegetarian / Vegan Restaurant
172,Greenpoint,40.7302009848647,-73.95424093127393,God Bless USA Deli,40.728267182331756,-73.95338411193785,Deli / Bodega
173,Greenpoint,40.7302009848647,-73.95424093127393,WORD Brooklyn,40.72907186450759,-73.95748238034669,Bookstore
174,Greenpoint,40.7302009848647,-73.95424093127393,Brouwerij Lane,40.72980862404411,-73.95782313133313,Beer Store
175,Greenpoint,40.7302009848647,-73.95424093127393,Homecoming,40.72969603048622,-73.95752484054493,Coffee Shop
176,Greenpoint,40.7302009848647,-73.95424093127393,Broken Land,40.7295073878696,-73.95762309969912,Cocktail Bar
177,Greenpoint,40.7302009848647,-73.95424093127393,Pencil Factory,40.729762,-73.957391,Bar
178,Greenpoint,40.7302009848647,-73.95424093127393,Archestratus Books & Foods,40.732905,-73.955365,Restaurant
179,Greenpoint,40.7302009848647,-73.95424093127393,Duke's Liquor Box,40.73097565550042,-73.95782346176593,Liquor Store
180,Greenpoint,40.7302009848647,-73.95424093127393,The Brew Inn,40.731031,-73.954191,Gastropub
181,Greenpoint,40.7302009848647,-73.95424093127393,Sama Street,40.732702,-73.954613,Cocktail Bar
182,Greenpoint,40.7302009848647,-73.95424093127393,Adelina's,40.730301301138475,-73.95335193287592,Italian Restaurant
183,Greenpoint,40.7302009848647,-73.95424093127393,Littleneck Outpost,40.729209,-73.957422,Sandwich Place
184,Greenpoint,40.7302009848647,-73.95424093127393,Wolves Within,40.73123934497688,-73.95777217896588,Boutique
185,Greenpoint,40.7302009848647,-73.95424093127393,Elder Greene,40.73062110833443,-73.95769664253251,Bar
186,Greenpoint,40.7302009848647,-73.95424093127393,Paulie Gee's Slice Shop,40.728444159891396,-73.95734068765103,Pizza Place
187,Greenpoint,40.7302009848647,-73.95424093127393,Maman,40.730427,-73.958035,Coffee Shop
188,Greenpoint,40.7302009848647,-73.95424093127393,New Love City,40.729760304268,-73.95824733769165,Yoga Studio
189,Greenpoint,40.7302009848647,-73.95424093127393,The Karcher,40.72980753724233,-73.95808456903318,Salon / Barbershop
190,Greenpoint,40.7302009848647,-73.95424093127393,Dandelion Wine,40.731716671588636,-73.95790091208669,Wine Shop
191,Greenpoint,40.7302009848647,-73.95424093127393,Đi ăn Đi,40.7298006838517,-73.9582564594443,Vietnamese Restaurant
192,Greenpoint,40.7302009848647,-73.95424093127393,odd fox,40.73267268846633,-73.95454999352046,Coffee Shop
193,Greenpoint,40.7302009848647,-73.95424093127393,Threes @ Franklin + Kent,40.730444597560535,-73.9577290086825,Beer Bar
194,Greenpoint,40.7302009848647,-73.95424093127393,Paulie Gee’s,40.729801246987186,-73.95852046352437,Pizza Place
195,Greenpoint,40.7302009848647,-73.95424093127393,Upright Coffee,40.72933199515132,-73.9538915154595,Coffee Shop
196,Greenpoint,40.7302009848647,-73.95424093127393,Esme,40.73313714246883,-73.95481279617375,New American Restaurant
197,Greenpoint,40.7302009848647,-73.95424093127393,Master Piece Vape & Smoke Shop,40.73226733877689,-73.95478366033807,Vape Store
198,Greenpoint,40.7302009848647,-73.95424093127393,Magazine,40.72929052666392,-73.95750082352023,Cocktail Bar
199,Greenpoint,40.7302009848647,-73.95424093127393,Pelicana Chicken,40.731452410096246,-73.95450966745076,Fried Chicken Joint
200,Greenpoint,40.7302009848647,-73.95424093127393,Oak & Iron,40.73145088519275,-73.95784867738203,Bar
201,Greenpoint,40.7302009848647,-73.95424093127393,pas mal,40.72935871900762,-73.95752161339296,Boutique
202,Greenpoint,40.7302009848647,-73.95424093127393,The Moonlight Mile,40.73206003215346,-73.95790395558619,Whisky Bar
203,Greenpoint,40.7302009848647,-73.95424093127393,Brooklyn Whiskers,40.733314122944364,-73.95479140606002,Bakery
204,Greenpoint,40.7302009848647,-73.95424093127393,Bellocq,40.73037188233206,-73.95921311917728,Tea Room
205,Greenpoint,40.7302009848647,-73.95424093127393,Sakura 6,40.72880445934397,-73.95368298528952,Sushi Restaurant
206,Greenpoint,40.7302009848647,-73.95424093127393,Academy Records Annex,40.7278199628122,-73.95747977734698,Record Shop
207,Greenpoint,40.7302009848647,-73.95424093127393,Davey’s Ice Cream,40.726577368721,-73.95430528096284,Ice Cream Shop
208,Greenpoint,40.7302009848647,-73.95424093127393,Troost,40.73349590190173,-73.95492785042778,Cocktail Bar
209,Greenpoint,40.7302009848647,-73.95424093127393,Café de Colombia,40.730526,-73.951822,Coffee Shop
210,Greenpoint,40.7302009848647,-73.95424093127393,Ott,40.732350431719375,-73.95452501167034,Thai Restaurant
211,Greenpoint,40.7302009848647,-73.95424093127393,Good Room,40.726930160787276,-73.95297436245761,Nightclub
212,Greenpoint,40.7302009848647,-73.95424093127393,Chez Ma Tante,40.726932060395754,-73.95725041012756,French Restaurant
213,Greenpoint,40.7302009848647,-73.95424093127393,Ovenly,40.729707682840896,-73.95954448458306,Bakery
214,Greenpoint,40.7302009848647,-73.95424093127393,Italy Pizza,40.727711857496196,-73.95305085278082,Pizza Place
215,Greenpoint,40.7302009848647,-73.95424093127393,Capri Social Club,40.72779228924773,-73.95421298350264,Bar
216,Greenpoint,40.7302009848647,-73.95424093127393,Mr. Berry,40.72998958855696,-73.95413898249976,Fruit & Vegetable Store
217,Greenpoint,40.7302009848647,-73.95424093127393,Record Grouch,40.73266972419425,-73.95463594329628,Record Shop
218,Greenpoint,40.7302009848647,-73.95424093127393,Maha Rose,40.73352898609119,-73.95747338180999,Yoga Studio
219,Greenpoint,40.7302009848647,-73.95424093127393,Baker's Dozen,40.72753862263256,-73.95292838140413,Bagel Shop
220,Greenpoint,40.7302009848647,-73.95424093127393,Brooklyn-Queens Border,40.73033963685449,-73.9515415355313,Other Great Outdoors
221,Greenpoint,40.7302009848647,-73.95424093127393,Naked Dog,40.7312918882724,-73.95947690314539,Italian Restaurant
222,Greenpoint,40.7302009848647,-73.95424093127393,Peter Pan Donut & Pastry Shop,40.726102,-73.952252,Donut Shop
223,Greenpoint,40.7302009848647,-73.95424093127393,Anella,40.73327191911455,-73.95801948957296,American Restaurant
224,Greenpoint,40.7302009848647,-73.95424093127393,The Diamond,40.72683338071467,-73.95731389720854,Bar
225,Greenpoint,40.7302009848647,-73.95424093127393,Java Studios,40.731753280494296,-73.94998828643834,Coworking Space
226,Greenpoint,40.7302009848647,-73.95424093127393,Alter,40.729681881443824,-73.95761014205056,Boutique
227,Greenpoint,40.7302009848647,-73.95424093127393,West Wine Bar,40.7289264310201,-73.95897548309165,Wine Bar
228,Greenpoint,40.7302009848647,-73.95424093127393,Triskelion Arts,40.72702845479533,-73.9566549430326,Dance Studio
229,Greenpoint,40.7302009848647,-73.95424093127393,Madre,40.73304,-73.95796,Restaurant
230,Greenpoint,40.7302009848647,-73.95424093127393,Alameda,40.7334267350945,-73.95820087509992,New American Restaurant
231,Greenpoint,40.7302009848647,-73.95424093127393,Sweetleaf,40.734431143292184,-73.95542611092719,Coffee Shop
232,Greenpoint,40.7302009848647,-73.95424093127393,3 Roots,40.731958168951394,-73.95792042052904,Juice Bar
233,Greenpoint,40.7302009848647,-73.95424093127393,Grand Republic Cocktail Club,40.72972222591839,-73.95989711429449,Cocktail Bar
234,Greenpoint,40.7302009848647,-73.95424093127393,Polka Dot,40.72607234859372,-73.95210119026234,Polish Restaurant
